Author,Comment,Published At,Likes
@creatorndeso3342,"Botol botol tiktok, Instagram wae ora gawe. Mentok YouTube Karo FB. 😂😂",2023-10-02T15:23:30Z,0
@NickCarter-ry1gd,"Kalo pemerintah Ingin ban TikTok, pemerintah mending bikin aplikasi sendiri yg mirip TikTok, tapi pro ke UMKM Dan pemerintah. Sehingga, content creator, usaha Dan UMKM yang sudah menggunakan tik tok, masih mempunyai wadah untuk menghubungkan ke konsumen.",2023-10-02T14:54:24Z,1
@user-dc4je2ib3j,Iyaa benerr banget bang...membunuhh lewat teknologi untuk umkm indonesia,2023-10-02T14:39:54Z,0
@RafifGibranFahrezzi,Keren lau bang ...#lokalpride,2023-10-02T14:32:05Z,0
@fernandozp6304,Bagaimana dengan shopee ?? Yg sekarang sudah mulai ada sosmed live ny,2023-10-02T12:01:01Z,0
@amirrahmat5397,Di sisi lain banyak orang Indonesia membela Tiktok karena mereka mendapatkan keuntungan dari penjualan dan harga murah serta men Judge pemerintah ketinggalan zaman dengan era digital😢,2023-10-02T11:53:34Z,0
@cndrs2561,Pemerintah Indonesia kurang sat set,2023-10-02T11:33:01Z,0
@cndrs2561,"Kasian orang"" Yg jual di pasar. Jadi sepi gara"" Kemajuan teknologi.",2023-10-02T11:32:08Z,0
@wthell2575,Anda turun tangan mendorong kekreatifitasan produsen lokal dong jgn hanya buat konten dan mendulang view.,2023-10-02T08:19:40Z,0
@arbiiskandar9075,keren koh analisanya..,2023-10-02T07:27:19Z,0
@maildesantos3848,Ada atau nggaknya tiktok gak berpengaruh ke kehidupanku.,2023-10-02T07:27:17Z,0
@jokooowi,"Ahh yg bener tik tok murah""
Entr kalo dh kaya bru cari kualitas 
Otw download",2023-10-02T05:18:46Z,0
@thoriqfardiansyah5021,"Ada yang ngeluh pasar tanah abang sepi, tapi coba kalian liat berapa parkir disana. Ada orang markir mobil kena 35k bahkan ada 50k jadi ya mending belanja di e-commerce daripada di pasar tsb.",2023-10-02T05:08:35Z,0
@irwanfauzi3062,"Mungkin 2023 ""gelap"" karena ini",2023-10-02T04:50:08Z,0
@akusendiri3393,"Intinya: aku lebih suka belanja langsung ke pasar,  mall daripd online yg sering tertipu. Aku dulu blnja ke Sopee dgn sangat sering tapi gak pernah sesuai barangnya.",2023-10-02T04:36:13Z,0
@widiasabrina6084,Makasih Raymond gue sepemikiran harus ada regulasi utk ecommerce yg bentuknya seperti tiktok. Pemerintah harus bergerak cepat krn tiktok bisa jd ancaman mengingat banyak konten kreator baru dan bagus2 dan juga banyak pedagang yg jualan disana. Tp kalo tiktok bandel enggak mau kerjasama ya apa boleh buat pemerintah harus tegas. Banned. Gue ingat saat fb ads bbrp tahun lalu akhirnya si Mark Z harus datang ketemu dg Jokowi setelah itu si Mark ke pasar tanah abang lengkap dg stelan jasnya bisa bayangin dia berkorban panas2 utk cari jalan keluar dg pemerintah. Akhirnya good deal.,2023-10-02T03:21:08Z,0
@LukmanHakim-yi7ny,Itu bukan cuman tiktok sopee juga,2023-10-02T03:13:24Z,0
@MATAKAILBESUKI,Misi mereka tercapai yaitu membuat  masyarakat terpecah belah perang saudara.ini akan terus terjadi jika pemerintah tidak bisa berpikir panjang demi kepentingan rakyat.,2023-10-02T03:06:36Z,0
@hidayah4253,"Selama ga ngebuat hidup gw bermasalh,saya tidak peduli",2023-10-02T02:16:59Z,1
@akungoggle1738,Itu UMKM gak ada modal utk nyewa lapak,2023-10-02T00:57:26Z,0
@lenofdown4568,Ini yah contoh nya gua nyari suatu barang di tik tiok shop contoh kipas angin ehh trus di beranda fyp gw trus bermunculan orang yang jual kipas angin itu lah cara mreka memonopoli...dengan algoritma mreka,2023-10-02T00:04:09Z,0
@IntipAsset,"cerdas berbelanja, investasi dll. JANGAN ASAL MURAH. ingat!!! ada kualitas ada harga. dan gua setuju banget jika tiktok di ban.. 😊 tq ray",2023-10-01T17:50:03Z,0
@shanumputriramadhani4542,Gw yg make tiktok buat beli Rp 1000 doang abis itu udh,2023-10-01T15:13:13Z,0
@rizkyyusuf5381,"Kita baik sebagai konsumen, seller ataupun produsen dari produk harus merasakan hadirnya pemerintah dgn membuat kebijakan yg mengakomodir semua kepentingan dari 3 elemen td",2023-10-01T15:07:00Z,5
@faridbahari883,"Ga pernah main tik tok,gasuka juga,ngga menarik",2023-10-01T14:08:47Z,0
@user-np7vq1rq9j,"Menurut ku yg menyebabkan tik tok shop harus di tutup itu gara artis jualan panci, minyak, segala macam, akibatnya Tik tok shop membesar sangat cepat disaat UMKM baru merintis usaha tik tok, Sebenarnya yg paling dirugikan itu UMKM yg baru jualan tik tok shop,",2023-10-01T14:00:09Z,0
@mohamadasraf7220,"Yg jadi seller udh lama  pasti paham.... 

Maaf maaf kata bukannya saya sombong tapi berbagi ilmu aja.... Ini tiktok itu gila BOM WAKTU BISA MEMONOPOLI PASAR!.... TIKTOK ITU KEJAM.... Kenapa bisa dikatakan bom waktu karena tiktok ini mempunyai CRAZY TRAFFIC yaitu BIG DATA.... Contohnya gini profit=revenue=konversi=traffic=pengunjung=follower

JADI SAYA TEKAN KAN DISINI YG MENANG BERJUALAN DITIKTOK ITU YG MEMPUNYAI BIG DATA (FOLLOWER) contohnya affiliator dan artis jadi kita yg pada basicnya belum mempunyai follower jangan harap bisa rame di tiktok kalau engga bekerjasama sama affiliator yg followernya banyak itu pun yg untungnya banyak para affiliator sedangkan kami seller hanya kebagian beberapa persen saja dari margin penjualan kami, 
SEDANGKAN KALAU INGIN tidak kerjasama sama affiliator caranya cuman iklan, live sendiri, sama nunggu fyp dari vidio kita... Sedangkan fyp itu hoki hokian, 

Sedangkan mereka yg mempunyai follower banyak mereka dengan mudahnya mendatangkan traffic, dengan live pun mereka begitu mudah, bikin konten vidio pun penonton juga banyak , karena mereka sudah memegang SUMBER TRAFFIC=FOLLOWER=BIG DATA... 


KARENA FOLLOWER ITU KALAU DI DUNIA NYATA SAMA AJA SEPERTI MANUSIA JUGA, MAKANYA ARTIS YG MEMPUNYAI FOLLOWER BANYAK MEREKA SANGAT BERPENGARUH KEPADA PERKEMBANGAN MASYARAKAT LUAS karena mereka bisa menyetiri manyarakat luas dari follower yg banyak tersebut MAKANYA DISEBUT BIG DATA 

Terimakasih salam sehat

Jadi tiktok kalau pengen jualan di Indonesia jadilah pesaing yg sehat... 
Karena jualan di tiktok gk perluh produknya yg tenar yg penting orangnya tenar produk pun laku dengan sendirinya tapi kalau di MARKETPLACE LAIN PRODUKNYA HARUS TENAR DULU BIAR LAKU KERAS GK PEDULI PUNYANYA SIAPA, ORANGNYA MAU TENAR APA ENGGA, YG PENTING PRODUK TERSEBUT TENAR SUDAH JADI BEST PRODUCT",2023-10-01T12:16:07Z,1
@ernestbro9510,"Ngeri ya bang,  keren berfikir sejauh itu... 
Tpi emang bener si,  kadang kita gk mau belanja akhirnya belanja,...",2023-10-01T12:02:01Z,0
@pemudajanggutan3622,"elit badut parpol korup wajib di binasakan dari bumi nusantara, wajib di pecat semua intasi yang makan gaji buta korupsi. Jika tidak maka seluruh rakyat indonesia wajib referendum dari negara koruptor serikat dan saya akan meminta referendum wilayah majapahit untuk merdeka dan menerapkan syariat islam jangan harap penjahat pencucian uang bisa hidup dengan nyaman model"" koruptor langsung hukum mati, sara menghina nabi. Saw dan alquran kalau udh di buat syariat islam maka akan kena hukuman 10 cambukan, maling potong tangan, Mari kita seluruh rakyat indonesia bersatu untuk memerdeka kan negri indonesia dari koruptor dan kita bersatu angkat senjata memerangi koruptor. Agar nusantara berjaya kembali menjadi mercusuar dunia. Sehingga seluruh rakyat makmur dan sejahterah.  Salam nusantara",2023-10-01T11:32:58Z,0
@LucaGamingGG,"Gw jualan online sekitar 2006 waktu toped awal2 masih bs dropship. Bisa gw bilang produk china langsung membanjiri pasar. Tapi sempet di tahun 2008-2009 gw lupa tepatnya, ad kebijakan pemerintah yg gw rasa melindungi UMKM. Yaitu dengan membatasi impor, 1 kontainer harus 1 produk. Kemudian untuk garment jadi gak boleh masuk indo. Kecuali bahan mentah. Jadi menurut gw solusi yang harus diterapkan pemerintah harusnya membatasi impor dan melarang impor secara langsung melewati marketplace dimana shopee udah pernah seperti ini. Dan yes, untuk behaviour masyarakat pasti bisa diambil datanya oleh tiktok. Tapi jika dibanned, aplikasi lain akan masuk juga. Contoh snackvideo sudah bs menautkan keranjang dan youtube jg sudah keluar fitur shopping. Dan ini adalah inovasi yang tidak bisa dibendung. Harus dikontrol untuk barang masuk dan aplikasi harus seperti US yang taruh server di indo dan diawasi oleh orang indo. Jgn sampai ad mentri yg berkata internet cepat untuk apa. 😂😂😂",2023-10-01T10:45:22Z,0
@user-fc9bk4ls9g,"Saya sampai saat ini belum pernah download aplikasi TikTok nggak tau kenapa, cuma nggak minat aja",2023-10-01T10:45:14Z,0
@kumojo,Oh begitu 😢,2023-10-01T10:39:04Z,0
@baharimania,"#revolusilokal adalah gerakan yg harus didukung. Stop beli produk china, dan produksi barang lo sendiri walau ditingkat lokal.",2023-10-01T10:34:08Z,0
@muktiyes8154,Di ban aja utk saat ini itu yg paling tepat. Krn umkm kita belum atau tidak siap utk banting discon sprt itu.,2023-10-01T10:26:34Z,0
@baharimania,"Jadi gimana nih, kan tiktok shop mau dihapus?? Tepatkah tindakan Pemerintah kita??",2023-10-01T10:25:02Z,1
@mediasocialofficial4372,Issu atau pandangan konten ini senafas dengan salah satu calon capres yaitu @ANIES baswesan,2023-10-01T10:21:44Z,0
@syshack1065,Revolusi Lokal tetap butuh modal.,2023-10-01T07:25:59Z,0
@user-zf6uy5hw4r,Tolong mas tiktok di hapus atau di putusin buang jauh2 dari negara ini,2023-10-01T06:47:43Z,0
@cahyonegoro8270,"Sosmed sosmed aja sih, jangan gila  jualan. Orang mau sosmed kan awalnya buat hiburan makanya banyak yang pakai. Entar kebalikan males liat iklan jadi stop gadget 😂",2023-10-01T06:42:15Z,0
@Daniel_meme,"UMKM itu harus berapdasi jaman sekarang dah berubah bkn jaman dulu wajar ngga ada hp ngga ada toko online , jgn berdangan seperti jaman purba mana maju",2023-10-01T06:06:12Z,0
@frank45_,Lebih suka scroll di youtube,2023-10-01T03:56:03Z,0
@iyosswazzo,"Tiktok Shop (ts)itu bakar duit pakai duit penjual kecil (Reseller, dropshiper), beda sama start up lain yang bakar duit pakai duit investor...

Gini alurnya :
1. Terlihat dari skema pencairan saldo penjual yang cukup lama. Sama ts tuh duit diputerin dulu.
2. Kalo ts butuh duit lagi, tinggal cari seller kecil (reseller, Dropshiper) yang orderannya banyak, ts akan cari celah bagaimana toko ini bisa dikasih pinalti (Biasanya pelanggaran merek, hak cipta, fake order, dll), dengan tujuan agar saldo penjual bisa ditahan lebih lama dan ada alasan untuk pemotongan saldo. Dan saldo yang dipotong enggak main2 nominalnya, belasan sampai ratusan juta. Ada pula yang dipotong semua, tanpa sisa
3. Mau komplain ? Percuma, yang jawab bot. Muter2 terus jawabannya. Call center, kantor pun ga ada. Tidak ada solusi...

Brand besar/toko yang mempunyai brand sendiri 100% tidak akan kena skema itu, makanya mereka pro ts... Apalagi mereka dapat subsidi gede dari ts (voucher2 toko). Darimana uangnya ? Ya dari uang para seller kecil yang ga punya brand (Reseller, dropshiper) yang dipotong sepihak...

Terbukti shopee, tokped aman2 aja, ya karena regulasi mereka lebih manusiawi..",2023-10-01T03:20:23Z,1
@wawacheckout1709,"Masuk aja ke gerai perkakas saingannya Aceng hardware, itu isinya produk made in china semua",2023-10-01T02:47:37Z,0
@devclivis,"Ada yg terbantu ada yang tidak, ada yg marah ada yang tidak. Sebaiknya bukan hanya sekedar ngomong di sosmed tapi lakukan untuk mereka yang sudah mendapat banyak manfaat dari aplikasi tiktok supaya berbalik. ????",2023-10-01T01:27:27Z,0
@cemilancemilan,"Mantapp, tetap semangat bikin konten positif broo...",2023-10-01T01:15:16Z,0
@ruslihaudy8676,"benar sekali, brand dan inovasi dan viralkan 👍",2023-10-01T01:12:39Z,0
@nagi_cookie1,"Bang kenapa g masukin pabrik luar ke indo, pajak nya dimurahin buat pengangguran yg ada di indo kerja dan dapat penghasilan sendiri sehingga dpt meminimalisir pengangguran di indonesia?",2023-09-30T23:14:58Z,0
@nagi_cookie1,"Bang kenapa g masukin pabrik luar ke indo, pajak nya dimurahin buat pengangguran yg ada di indo kerja dan dapat penghasilan sendiri sehingga dpt meminimalisir pengangguran di indonesia?",2023-09-30T23:14:10Z,0
@mixmacstudio1101,"Riset konten2 pornografi di medsos jg  dk om raymond, moment nya lagi pas.. pemerintah lagi fokus benahi medsos ecommers #revolusimental",2023-09-30T22:16:44Z,0
@ardianskurnia6539,"Tiktod dan sejenis nya ,gua ogah download.
Jika bawaan hp , bakal gua uninstal.",2023-09-30T20:18:45Z,0
@bang_bandofficial7968,"Tiktok dijadikan kambing hitam oleh lurah Konoha, padahal lemahnya daya beli masyarakat udh dari sebelum2nya alias Sistem ekonomi yg udh bobrok",2023-09-30T19:47:51Z,0
@wahyudetiga9133,"Tiktok juga monopoli ekspedisi bang. Mereka cuma pakai JNT di pengiriman barang nya. Gak ada sameday atau instan seperti grab dan gojek seperti di shopee atau tokped.  Dan pemilik JNT juga orang china kalo gak salah. Di tiktok gak ada pilihan kurir lain. Meskipun ada pilihan di aplikasi seperti JNE,sicepat,ninja. Tapi kalo ada pesanan pasti kurir nya JNT. Abang bisa coba belanja di tiktok. Pasti kurir nya JNT. Saya tau karena saya seller di tiktok. Tiap ada orderan. Saya tiap hari anter paket nya ya cuma ke JNT kalo tiktok.",2023-09-30T19:44:40Z,0
@putrisalju4077,Pak tani susuh kembali bajak tanah pake kerbau..biar klasik,2023-09-30T18:27:01Z,0
@FelliEkaOktaviana,"Tapi menurutku, tiktok juga sbg alat yg bisa memudahkan para umkm brand lokal untuk memasarkan brand2 lokal mereka juga.",2023-09-30T16:57:39Z,0
@saudarafahri,Mantab  bang semoga orang seperti ini harus didengar penguasa👍👍👍,2023-09-30T16:56:51Z,0
@lagucoverpopuler2567,Good game,2023-09-30T16:09:41Z,0
@armanhura1227,Urus diri  masing masing lah,2023-09-30T16:08:27Z,0
@masmu3122,Pakaian import bekasnya bos,2023-09-30T14:43:55Z,0
@unlimitedcams7064,Jualan shopee tenggelam gara2 tiktok,2023-09-30T14:43:12Z,0
@egikurniadi5657,Masalahnya sih ya itu bener jangan slalu jadi konsumen tapi jadi produsen selama pemikiran kita masih mau jadi konsumen regulasi sehebat apapun ga ngaruh ke pasar global.,2023-09-30T12:29:49Z,0
@HezkyEaG,Padahal ada yang lebih urgent yaitu judi online😂,2023-09-30T11:53:13Z,0
@user-xx1mm4eh1b,Bukanya tik tok membantu UMKM,2023-09-30T11:48:44Z,0
@slametacc3261,Sope Tokopedia Bukalapak juga penghancur harga,2023-09-30T08:47:40Z,0
@siputlateram512mbshutter8,"Gw seorang tukang somaiiiiii udah tau ini semua bakalan terjadi kalau mengelola negara  gak becus begini, karna data base yang di berpusat di cina, yang akan mendompleng algoritma penjualan barang made in cina itu tapi melewati 4 pilar. raksasa pabrikan cina berjualan lansung dengam custumer/pembeli, yang dimana itu melangkahi mayat mayat umkm besar/ grosir dan mengang-kangi umkm kecil atau pengecer, masak pabrikan malah lansung jualan ke pemakai atau custumer


Hai para petinggi bangsa ,anda itu terlalu  bodoh dan telat berfikirrrrrr

Prokontra barang murah terjadi di masyarakat ada yang setuju di hapus atau tidak

Ibarattt karyawan paprik inging out sorsing di hapuskan


Saling mengerti ngak perlu kalian dukung media ecomers karna algoritma di dalam nya busuk, tetapi efek domino nya yang bakalan bikin lo sengsara

Bagi karyawan pabrik yang sok2 an belanja murah andaikata  ibu lu yang miskin jualan jilbap atau saudara lu di pasar  dagang nya rusak harga ,karna anda
Mementingkan perut sendiri.
Atau anda anak orang kaya yang buta dengan bersosialisasi


Dari tukang somai "" kepada kLian yang berdasi kerja diruangan ber ac tapi otak gak BECUS

Yang sok 2 an bilang ayo jualan online,,,banyak yang jualan online tapi masih tetap gak laku ,yang laku kalau jualan barang cina,

Pengen dikata melenial tapi bangsa kok jadi melarat apakah ini mempermudah atau mempersulit hidup

Gw seorang yang juga pjlan online denga omset ratusan juta rela apk ini di hapus demi kebaikan bersama",2023-09-30T08:05:24Z,0
@doniell3807,gue ga pernah beli apapun ditiktok karena mau majukan pasar traditional...,2023-09-30T07:39:08Z,0
@meme-sb3gv,"Katanya presiden Suharto :
Ketika generasi anak muda tidak menyukai produk lokal dan mementingkan murah dari luar negeri maka negara akan Hancur.

Memang masih banyak yang harus diperbaiki, seperti regulator yang korup, hirarki antar penguasa, umkm masih susah karena ya susah dll.

Tp anak mudanya dulu penting banget.",2023-09-30T07:07:20Z,1
@claudyacindy51,Koh aku uda subscribe ya 😌,2023-09-30T07:00:33Z,0
@danyp4653,Terimakasih atas informasi dan edukasi nya dengan cara yg baik ko ❤😊,2023-09-30T06:19:52Z,0
@user-lb2nq2ej2k,"Kalo pendapatan tinggi, pasti cari barang yg berkualitas, kalo pendapatan rendah, yg penting  punya itu barang... Koruptor  hukum dimiskinkan...",2023-09-30T06:02:18Z,0
@anaktuhanyesus287,"Sebenarnya simple pemerintah tinggal mewajibkan Market online hanya menjual produknya ke distributor/pedagang
Caranya gimana ??? Dengan memberikan minimum qty dan max qty pembelian dan di audit langsung oleh pemerintah setempat",2023-09-30T05:33:48Z,0
@andiandrian2220,Bahas walmart donk,2023-09-30T04:40:47Z,0
@aliyahliya5081,Dulu pengiriman barang pake kereta bisa sgt murah cuma 2rban-5rb eh skrg mahal bgt. Orang skrg berbondong-bondong pilih gratis ongkir dan murah. Klo memang mendukung UMKM jgn minta keuntungan lebih ke pengusaha. Apalagi pajak tinggi. Bisa mematikan UMKM. Sewa ruko pun mahal tiap tahunnya. Sedangkan minat konsumen gitu2 aja,2023-09-30T04:17:16Z,0
@cakimamsuwandi,"❤Setuju bingits jangan cuman nonton tapi bersuara, jangan cuma beli tapi menjual...",2023-09-30T03:31:14Z,0
@jossbegondoss,Sadar gak kalean kalau covid19 itu di buat buat dengan tujuan ini. Sebelum covid saya ke tanah abang beli baju rame banget. Setelah covid saya coba kesana lagi eh pada tutup.😢,2023-09-30T03:20:12Z,0
@AliSaid-yc9ud,Hlah..di shopee juga dulu saya order bescaf dr china destinasi seminggu nyampek..harga juga gila murahnya..kualitas bagusnya gila..udah sampai pertanian bos disini sudah mulai diinvasi.akan kelaparan dilumbung padi kelihatanya bukan sekedar dongeng,2023-09-30T02:50:54Z,0
@AnasM14,tercerahkan,2023-09-29T23:40:50Z,1
@rofizardid3922,Tim yang gapernah beli di tiktokshop 🙌,2023-09-29T22:48:00Z,0
@tomisetiawan5036,Ban saja tiktok shop #memanusiakanmanusia,2023-09-29T20:12:10Z,1
@rizaaftoni9965,👍,2023-09-29T18:48:37Z,0
@rudibastian9954,setuju tiktok di banned di indo merusak generasi bangsa,2023-09-29T18:09:51Z,1
@mr.libluckiestinfinitebene2589,#BERDIKARI #GOTONGROYONG,2023-09-29T17:32:47Z,1
@harybachtiar7567,Semua itu ada masa nya 😂,2023-09-29T17:01:19Z,0
@Robotindo,bagusan Youtube,2023-09-29T17:00:16Z,0
@fikrinoviyanfirdaus2588,.,2023-09-29T15:07:56Z,0
@reddzea7625,"Ayoo ayo sama ciptakan produk sendiri/lokal ,stop tergiur dengan barang murah dari luar, belajarlah jadi produsen bukan konsumen.",2023-09-29T13:40:24Z,1
@reddzea7625,"Kita tuh di jadikan tempat penghasilan untuk china, barang, jujur ekonomi kita di kuasai oleh china",2023-09-29T13:38:06Z,1
@irvanhadi6926,"solusinya, pisah aja tiktok sama tiktok shop, trus yg boleh live tiktok shop hanya para pelaku usaha bukan konten kreator, influenser, dan artis2",2023-09-29T13:04:40Z,2
@irvanhadi6926,"😂 gw gk setuju tiktok pro umkm, persaingan umkm di tiktok bagai langit dan bumi kalau yg prmoin adalah artis2 yg namanya sudah besar, jadi seperti gk adil dan gk sehat, mereka ngaku umkm tapi sanggup bayar artis, ada 10 toko baju umkm 1 nya di promoin sama artis/influencer yg 1 rame dan 9 lagi tumbang, apakah itu namanya  tiktok pro umkm,",2023-09-29T13:01:16Z,0
@ahimzajayawardhany9175,dari awal aplikasi ini muncul sama sekali gak pengen download .. entah siapa yang salah kutak tauu 😅,2023-09-29T11:58:08Z,0
@subrisaja7395,"Ribet keluar rumah utk belanja di toko atau di mall antara lain, beli bensin , jalan macet , cuara dan banjir, lalu biaya tambahan parkir . Jika mudah kenapa mempersulit diri sendiri tinggal pencet tombol hp dan barang sesuai keinginan digenggaman 😂😂😂",2023-09-29T10:38:52Z,0
@DewiHasanah-dh8ry,"Usaha suami gw jadi menurun gara"" harga di tik tok membuhun Haraga pasar. 
Bahkan harga di tokped pun kalah telak. Gw heran. Jaman  shope tokped dn apl lain ga sampe nge mutilasi harga pasar. Edan",2023-09-29T10:38:03Z,0
@ltsettingkomputer6614,Inilah  Zaman dimana Suami Penjual Kelontong Istrinya malah beli di E-comm karena lebih murah 5000 perak,2023-09-29T10:11:25Z,0
@Rappang,"Suka tidak suka harus suka
Mau murah tpi kualitas bagus
Mau kualitas bagus tapi murah
Yg salah itu mahal tpi kualitas sama atau bahkan lebih buruk
Siap g siap harus melawan
Tiktok hanya 1 dri sekian banyak
Yg jelas persaingan sama sj
Semakin mengerucut",2023-09-29T08:20:55Z,0
@ayubchaniago24,"Menurut saya.. Yg harus di khawatir kan adalah.. Shope dan akulaku, lazada. Karna saya pernah pesan online di aplksi trsebut.  Pengiriman hingga 2 Minggu. Ternyata setelah di lacak. Barang dari Luar negeri (China). dan barang tersebut. Kualitas nya kurang bagus/ jelek.",2023-09-29T07:50:13Z,0
@MrGrey-vg7vk,Pas yutub masuk..label rekaman jatim gk mau ngikut katanya yutub bikin Kaset gk laku. Mereka mensomasi smua yg upload lagu di yt . Akhirnya skrg bangkrut,2023-09-29T07:45:35Z,0
@ayubchaniago24,"Serba salah di Indonesia ini sejak awal. Produk bagus=kualitas bagus=pendapatan UMR/penghasilan seseorang juga harus bagus. 
Warga indo cari harga murah produk   kualitas bagus. Karna penghasilan atau upah karyawan di indo sangat menghawatirkan. 
Harga mahal pasti kualitas bagus. Namun pendapatan rakyat indo.. Tidak sebesar itu. 😢

Inti nya.. Jgn terlalu sering berbelanja di online. Sering² lah berbelanja di toko untuk keseimbangan per ekonomi an indo. 

Dan... Yg paling penting. Berbelanja online murah harus hati².. Karna barang dan kualitas terkadang di liar ekspektasi yg di inginkan. 
""think smart before shopping""

Jadilah jati diri org Indonesia yg sejati. ""Ber Sosialiasi """,2023-09-29T07:41:35Z,0
@IbuLilis-rp3xi,Maksudnya penjualan manual,2023-09-29T07:34:10Z,0
@IbuLilis-rp3xi,"Ini tiktok  perdagangan sistim dr china yg dibicarakan 2 ank muda ,, maka beli produk sendiri mahal tp buat srjahterakan sodara kita,  tiktok yg untung s cina2  penjualan  lokal ambruk",2023-09-29T07:33:51Z,0
@cowoganteng3776,"Tik tok saya ngak pakai, jadi mau joged, mau nungging, tik tok, saya ngak pakai.",2023-09-29T07:23:07Z,0
@bayuarya7412,"Jalan tengahnya adalah Indonesia harus punya aplikasi Ecommerce sendiri, biar umkm bisa berkembang, dan produk import dr luar harus bayar pajak, supaya harga bisa bersaing.",2023-09-29T06:40:09Z,41
@dedyprasetiyo7735,"Tik tok ga cuma perusak moral,tatakrama tp jg perusak dagang ..",2023-09-29T05:52:38Z,2
@072_mohamadaqibmaulanawahi9,Yang dicari harga murah kualitas luar biasa😅,2023-09-29T05:41:09Z,1
@kaivanndra8005,Yang jelas tiktok itu milik cina bos di america dan india aja memperketat langkah tiktok tidak sebebas di indonesia,2023-09-29T05:29:39Z,0
@072_mohamadaqibmaulanawahi9,Padahal dari kontrn TikTok banyak umkm yg viral akhirnya jadi rame ga si?,2023-09-29T05:22:35Z,0
@BILQISBILFAQIHCOMPUTER,Gas kan terus bang biar kita ngerti nih tentang tiktok ber tiktok nih Bang,2023-09-29T04:02:31Z,0
@DellyaWindaYuniar,"Dulu ga mau banget pake tiktok sampe akhirnya dipaksa adek download dan kaget sama FYP-nya yang isinya emang bener2 aku banget (dulu mikirnya isinya cuma orang2 joget, tapi ternyata banyak kreator yang kontennya berbobot) dan bener kalo udah buka aplikasi susah banget buat berhenti 😭😂😅",2023-09-29T03:44:02Z,1
@Infofootball01,Ok ko,2023-09-29T03:21:07Z,0
@jawir.viewers,"Kualitas bagus, harga murah? Persoalannya bukan itu saja. Daya beli masyarakat menurun, orang tdk ada uang. Jd mau tdk mau membeli barang yg murah. Piye zal?",2023-09-29T02:48:56Z,0
@rahmatamin427,"Mantap bang, menggambarkan rasa nasionalisme dan kepedulian kepada bangsa dan negara yang tinggi,,",2023-09-29T01:21:35Z,0
@ciptalagudanhiburan,Untuk mempromosikan produk aku.... aku juga mau buka akun Tik tok karena banyak sekali teman-teman aku yang sukses produknya dengan Tik tok... karenanya aku harus buka akun Tik tok gak ya?,2023-09-29T01:07:07Z,0
@reysesak3594,Solusinya jangan pilih presiden yg pro cina!,2023-09-29T00:50:41Z,2
@brigadirz6058,"Di cina di ketatin tp keluar dibebaskan, tujuannya spy produk cina bisa membanjiri dunia, itu tdk salah, tp buat negara korban bisa kehabisan devisa",2023-09-29T00:11:37Z,3
@user-rl1um4vn7v,"Mau comment aja kebetulan video si reymond ini muncul di beranda yt gue. ga ada pernah video reymond ini yang di dunia nyata bakalan terjadi ataupun hampir mendekati terjadi dan atau prediksi si konten kreator ini ga ada yang tepat mendekatipun tidak, yang ada si konten kreator hanya ngoceh-ngoceh pas kejadian udah terjadi dulu baru dijadikan bahan ngonten. Jadi buat yang mau nonton mending jangan buang waktu, karena menurut saya tidak mengedukasi hanya menambah sampah di kepala",2023-09-28T23:50:19Z,0
@wulandaripossumah1857,"Seharusnya negara buat produk dan aplikasi seperti ini, dan merangkul semua umkm yg ada di seluruh indonesia dan produk yg di jual di aplikasi milik indonesia tersebut yg isinya produk indonesia semua, jangan hanya bisa tutap tutup tampa ada solusi inovasilah para mentri di bidang ini kerja sama dengan para orang2 It buay 1 aplikasi serupa seperti ini di dalm negri dan buat aturan semua warga indo hrus pake aplikasi buatan negara tersebut,",2023-09-28T23:29:37Z,1
@escampurchanel807,"pada benci china,tapi pada pake tiktok,aneh ya bang",2023-09-28T22:53:51Z,0
@adipurwanto1611,Kebanyakan kehilangan market,2023-09-28T22:12:13Z,0
@yusufcuzz1386,"Point saya.. 1, Barang import harus berlebel BPOM dan ada aturan tegas bila ketahuan tidak memakainya. Baik untuk si pengimpor dan si penjual. 2. Tiadakan Gratis ongkir..",2023-09-28T18:14:06Z,0
@ZHAFRAN-CHANNEL,"Sangat setuju, sudah waktunya  belajar naik menjadj produsen.
Dimana bisa mendapatkan tempat untuk belajar..??",2023-09-28T18:02:27Z,0
@banyumili7676,"Ditiktok yg beli barang itu orang miskin yg pngen keliatan punya wkwkwk..cma ikut2an,biar gk dbilang gk update,,rata2 kaum tiktok itu yg lahiran 2000 keatas",2023-09-28T17:07:24Z,0
@irwantorasad,yg jd msalah adlh harga barang2nya yg murah ga msk akl. tp di shopee jg ad. jadi kesimpulannya policy pemisahan tiktok dgn ecommerce ini akibat tekanan dari negara barat trhdp pemerintah,2023-09-28T16:41:53Z,0
@bus507,Taksi pun ngaruh bang .,2023-09-28T16:05:37Z,0
@victorlosari2652,"SETELAH TIKTOK SHOP DILARANG, MEREKA MERUBAH NAMA MENJADI TOKEK SHOP",2023-09-28T15:41:57Z,0
@hosnialhady2547,Aku GK pernah t pake tiktok/Ig 😂,2023-09-28T13:33:10Z,0
@kokohoochannel6077,setuju ni.. banyak bgt barang gak SNI dan gak BPOM yg nyebar di tiktok..,2023-09-28T12:42:57Z,0
