Author,Comment,Published At,Likes
@user-cu9pj4kt5n,Penani seluru indonesia mengelu. Hasil jualnya tidak imbang dengan harga pupuk yang mahal. Akibatnya banyak petani membiarkan lahannya tidak diola. Ditamba lagi dengan hama manusia meraja lela terjadi kasus pencurian akibat dari membludernya jumlah pengangguran.,2024-06-19T23:12:42Z,0
@user-cu9pj4kt5n,Negara gagal menata bangsa ini. Pengangguran luar biasa. Pencurian meraja lela. Negara luar tidak mau berinfetor ke indonesia karna banyak demo. Akibatnya indonesia miskin. Kasian.,2024-06-19T23:06:21Z,0
@joanaugusto5182,"Generasi terburuk sepanjang sejarah, kenapa?
Terlalu manja, dikarenakan teknologi yang semakin modern mau serba instan saja, juga Hard dan Soft Skill yang masih sangat minim.. 👎👎👎👎",2024-06-19T22:20:06Z,0
@jeremythomas4147,Yakin 9.9 jt. 20 persen dari jumlah penduduk negara adalah pengangguran.,2024-06-19T21:13:16Z,0
@dindinnurdin2507,Nepotisme dipertontonkan sungguh miris negeri ku,2024-06-19T16:21:39Z,0
@Muhammaddavid-sl9qg,Sudah sudahlah banyak prinahasa ge z hinilah hitulah kalau ada duitnya nak duit,2024-06-19T12:56:32Z,0
@anakzeemancing,"Sekolah 12 thun 
Pas lulus daftar kerja.
 Liat persyaratan y pengalaman minimal 3thun di bidang yg d butuhkan.
 JADI NYESEL ""SEKOLAH""",2024-06-19T09:54:34Z,0
@user-ye3pr5eg4d,PR MENAKER,2024-06-19T09:30:40Z,0
@kurnie17,Makan itu bonus demografi 😂,2024-06-19T08:14:34Z,0
@dhodysutanto5646,Menuju indonesia Cemas,2024-06-19T07:22:44Z,0
@norlailahafizah702,"edukasi sih yang bener2 ngaruh, aku dari SD sampe SMA di desa. 
Trus kuliah ke ibu kota provinsi walau gak terlalu jauh beda nya tapi aku sharing2 pengalaman sama temen ku yang SMA di kota bedaaa banget pendidikannnya. 
Trus ketemu lagi sama temen2 dari discord yang sekolah di Jabodetabek. Makin timpang banget soal edukasi 😢. 
Syukur2 banyak ketemu orang2 online jadi banyak tau tentang ibu kota",2024-06-19T07:21:39Z,0
@raflirinaldi2970,sangat sangat melelahkan pekerjaan kita sebagai generasi penerus menghadapi sistem yang ruwet & maraknya korupsi..,2024-06-19T07:18:23Z,0
@keltanias3651,Gen z endak usah pergi kerja jadi you tuber aja......,2024-06-19T06:24:43Z,0
@user-qg9nz8jr5q,"Akibat banyak pengangguran karena punya pemimpin yg tolol.. contoh qatar dn saudi arabia punya minyak doang tpi kaya raya,. Kita punya emas, nikel, tembaga, batu bara, minyak dll, blm tanah kita yg subur kalau di manpaatkan maksimal pasti bisa buat rakyat sejahtra... 2045 indonesia cemas bukan emas..",2024-06-19T05:37:26Z,0
@ImroatinAjha,Indonesia itu sebenarnya kalau mau fokus sama pertanian perikanan dan peternakan beeh jos banget. Sayangnya banyak koruptor,2024-06-19T05:10:54Z,1
@user-vo5of2ip9r,"Ya Alllah, lindungi lah NKRI dari mara bahaya. AMIIIN",2024-06-19T03:58:06Z,0
@fendilie5564,"YG DIPILIH SIBUK KEKUASAAN DAN KORUPSI,YANG MEMILIH SIBUK BERJUDI,CITA2 INDONESIA EMAS 2045,YG ADA BUBAR SEBELUM 2030",2024-06-19T02:13:28Z,0
@rudisalam4610,"Banyak pengaguran Krn sumber daya manusia berkurang, kualitas belajar tdk Maxsimal,di tambah game dan judi online,,, generasi kita tidak sedang baik baik saja,mana pemerintah hanya sibuk mempertahankan kekuasaan mereka,,",2024-06-19T00:30:13Z,0
@user-rl1et8lx1k,YO NDAK TAU KOK TANYA SAYA.,2024-06-18T23:33:57Z,0
@anwarsanusi5413,"Negara ini tdk akan maju jika dikelola oleh orang2 yg pesimis dan pengeluh.
Ayoo...yg merasa pintar dan mampu keluarkan ide solusi untuk atasi mslh yg akan dihadapi anak bangsa ke depan yakni gen Z .",2024-06-18T23:27:34Z,0
@farizvanjava3343,"ya mereka pasti jadi pengaghuran kl yg punya pendidikan tinggi mau jadi bos srmua kalahlah sama org asing,rata2 yg pendidikan tinggi diinsonesia nereja maunya punya peketjaan yg enak nyaman gajih tinggi sementara mereka ga punya sekil apa cuma modal ijasah demo, gengsi mau kerja keras ,makanya jadii pengagguran abadi,jadi sekarang pynya pendidikan tinghi kalah oleh yg tda.punya pendidikan ,kalah telak dlm sehi mencari makan,kl org ygvtda pwndidikan mau kerja nyangkul nelayan.petani dpt hasil yg halal walaupun sedikit tapi berkah,befa lagi dngan dapat makannhasil korupsi hasil nipu2",2024-06-18T21:42:35Z,0
@febriyantil4281,"Bravo RC....
You are absolutely true🙏
Education background  & high-skills/ professionalism r the important things🙏",2024-06-18T21:23:01Z,2
@topikwibowo4253,itu menurut data pemerintah 😅... kalo faktanya biasanya lebih tinggi,2024-06-18T21:19:35Z,0
@wirawansantosoprabowo2394,Aku bingung juga bro ya gimana dimana2 reality kerjaan dan hidup tidak sesuai dengan yang diharapkan 👆cuma berharap dan berusaha sekuat tenaga semaksimal mungkin dan bersandar ke Gusti Allah saja dah jika sudah capek berharap ke pemerintah jika dijabah dan di beri kesempatan sukses membuka pintu lapangan kerja baru yang lebih manusiawi dan berinovasi,2024-06-18T17:33:41Z,0
@haryanwar1263,Gen Z dikit2 healing. Si paling kena mental yang tertampar realita,2024-06-18T16:27:57Z,1
@arston_,"Tenang, nanti disediakan oleh cawapres terpilih yang janji pas kampanye. Tagih aja 😁",2024-06-18T15:07:36Z,0
@sirajuddinunaju4399,"Pemerintah owning keiala fikirkan bayar bunga kereta cepat,bayar Bung peralatan militer,bayar bunga pinjaman dari bank IMF dan negara luar.itupun masih ada hati bercakap sombong ego angkuh di MEDSOS.",2024-06-18T14:37:59Z,0
@sirajuddinunaju4399,"Jadi Selama ini kami kena prank komenter netizen Indonesia yang mengatakan Indonesia kaya ,maju,makmur,tercantik dan mendunia.bila dengar ini rupa rupanya kami kena prank Mulu.",2024-06-18T14:35:01Z,0
@oktofio9690,"Semua yang lu bahas dalam Video ini BENAR, Tapi NGGAK AKAN ADA GUNANYA atau BERFAEDAH, ketika:  Pemerintahannya Korup.... 

China langsung melakukan LOMPATAN JAUH ketika Xi JINPING langsung merestui koruptor dihukum mati dan keluarganya dimiskinkan. Dan itu efeknya GEDE BANGET ke MINDSET Rakyatnya dan ke Ekonominya....

ITULAH masalahnya Indonesia. Rakyat menjadi malas dan marah karena korupsi udah jadi BUDAYA dan MENULAR... ngeri brayyyy....",2024-06-18T14:06:57Z,0
@NoName-mt2ml,"Masalah utama negeri ini adalah pejabatnya banyak oknum nakal...itu saja masalahnya,,,",2024-06-18T12:37:06Z,0
@subhannurrohman7852,"Gua juga sekolah jurusan akuntansi ketika mau nulis CV kayaknya gua gak bisa diharapin masuk ke kerja besar besaran. Wajar emang gua ini anak SMK, yah mungkin kalau dipikir pikir emang harus kudu belajar di youtube secara online sih biar ngerti terus harus punya kerjaan kecil kecilan meskipun pengembalian uangnya agak riweh. Wah parah banget gua aja sampe setress mikirin hal ini itu. Gua sih pengennya mau kuliah (karena, ortu gua pendapatannya kurang meyakinkan makanya, keinginan buat kuliah harus gua tunda sampai duit itupun terkumpul) ada kuliah yang lebih murah dan lebih praktis cuman ada satu hal yang bikin gua banyak bertanya tanya sama guru/dosen yang mengajar. Itu yang bikin gua gak paham (ntah mengapa gua gak denger atau apa) pokoknya kerja yang kita inginkan sudah direbut orang yang lebih berkualitas dan dapat diandalkan (kecuali yang dimasukkin anak anak dari tikus berdasi yah buadjinkan juga sih😡) 


Yah mungkin itu pengalaman gua tentang keraguan dalam meningkatkan sekolah dan lamar kerja versi perasaan gua. Yahh kalau gak jelas maklumin aja lah. Gua kan pemula",2024-06-18T12:01:21Z,0
@otron805,Ga bakal maju Indonesia selama pejabat memandang $$$ sebagai tuhan-nya.,2024-06-18T10:57:42Z,0
@Gigabytesvix,"Gua aj ank milienial nganggur cuk 😂, males kerja sih saat ini, baru aj resign 6 bulan lalu 😂
Soalnya jujur aj edukasi kita ini bobrok banget gk merata bagusnya, banyakkan sekolah kuliah tp ilmunya gk guna saat masuk dunia kerja 😂
Dan kalo disinipun ad inverstor luar yg masuk bnyakan ditolak warga, trus ad brita2 hoax bilang warga rugi, trus dipercaya, blm lagi pemerintahnya bobrok juga",2024-06-18T10:23:43Z,0
@PenaklukDunia197,"Terimakasih 58% orang yabg memilih keberlanjutan 😂🤣, memang iq 70 wkwkwkw",2024-06-18T10:04:24Z,0
@yourgamers6652,"Bang yang ngomong edukasi scam, yang ngomong"" Mclaren lu warna apa boss"" 😂",2024-06-18T09:24:26Z,0
@dm5114,Anak zamam sekarang pada jago agama jadi cukup belajar agama aja nanti kan bisa ngajarin orang agama banyakin puasa udah kalo udah sakit nah itu udah mulai mendekatkan diri kepada Allah ya lebih baik dari pada bengong bagus baca alquran nah nantikan habis mendalami agama baru turun ke lapangan bisa minta2 di jalanan itu juga kerja bang alhamdulilah kalo ngak ngasih baru pakai cara lain 👌,2024-06-18T09:04:52Z,2
@devonz10,Kebanyakan uangnya dikorupsi sama pemerintah sendiri...,2024-06-18T08:20:35Z,0
@user-rf1of9si8m,Kerena... pemerintah dan perusahaan swasta mempersulit masyarakat khususnya anak2 mudah yg lulus dari sekolah baik SMA atau SMK untuk bekerja...,2024-06-18T08:08:15Z,0
@MohanJanathi,"Sebenarnya potensi Indonesia luar biasa,cuma perlu  :
1. SDM bermoral
2. SDM berkeahlian
3. SDM suka bekerjasama
4. SDM suka menolong
5. SDM suka kemakmuran
6. SDM tidak korupsi
7. SDM berkemajuan jaman
8. SDM berTuhan
9. SDM ber Pancasila
10. SDM berinovasi

Kalau 80 % penduduk Indonesia memenuhi seperti di atas di jamin tidak ada pengangguran yg ada kemamkmuran dan keadilan",2024-06-18T07:23:09Z,19
@witonosulis2753,Buka hutan untuk pertanian,2024-06-18T06:49:12Z,0
@halimahahassan5603,Siapa bilang..😂😂😂😂..Kerja yang lagi banyak..KERJA..Tolong hujat dan cari buruk negara jiran..supaya nampak hina...TETAPI ALLAH...buka mata mayarakat dunia...Malaysia disanjung di Mekah..Sebaliknya yang berlaku ...😂😂😂😂..,2024-06-18T05:11:23Z,0
@budiartha4756,"Buat gen z. siapkan dirimu untuk brontak,",2024-06-18T03:54:09Z,0
@alaric_luminaris,Makasih Kohh,2024-06-18T03:27:32Z,1
@adimasariefrahman8555,"Kurang setuju di point Gen Z lemah 😂😂. Faktanya yang lebih melek terhadap lingkungan dan isu sekitar kebanyakan Gen Z. Generasi milenial dan baby boomer yang bikin susah untuk generasi Gen Z. Saya sebagai gen z sudah malah lebih overwork daripada milenial atau baby boomer itu sendiri. Ini hanya cuman bias kalo gen z lebih malas2an karena pengaruh teknologi informasi yang tersebar. Bayangin kalo zaman dulu udah ada internet kayak sekarang ntar, jadi melek informasi dan lebih aware terhadap eksploitasi, ntar generasi jaman itu paling juga dicap generasi lemah dan malas2an. Btw kenapa perusahaan lebih prefer freelancer karena mereka ga mau pusingin bayar pesangon/kewajiban2 perusahaan sesuai UU. Bukan karena hanya alasan Gen Z doang. The whole points just being bias and subjective.",2024-06-18T03:06:58Z,0
@romawa_,"Gue Gen Z lulusan S1 Manajemen Cumlaude dan bisa dibilang good looking, ngelamar kemana mana gapernah tembus. Endingnya Jd Affiliator toko oyen juga sambilan NgeLive dan alhamdulillah punya pendapatan💃🏻",2024-06-18T02:20:43Z,0
@sastroprono3716,Bonus demografi yg dibangga-banggakan menjadi bonus pengangguran. Omongan doang digedein. Kebijakan 0,2024-06-18T01:33:21Z,0
@himenov,"chapter 5: kurangnya apresiasi pemerintah dan pengusaha di Indonesia untuk high skill pekerja lokal. lebih hargain high skill pekerja luar, contoh: guru bahasa inggris dari luar di gaji minimal $1500 sebulan padahal lulusan SMA, guru bahasa inggris lokal digaji kurang dari 5 juta, lulusan S1, malah ada yang ga terima gaji. Kebanyakan high skill milenial jadi kabur ke luar negeri, apalagi di bidang IT, karena lebih dihargai, ga cuma milenial aja, pekerja lepas dll juga ke luar pas ada kesempatan.",2024-06-18T00:24:53Z,0
@robertsihotang9205,Pemerintah tidak memikirkan itu; yg mereka gikirkan cuma menyiapkan pekerjaan anak dan menantunya,2024-06-18T00:04:09Z,0
@Iim-oo5hb,"Ini berita HOAX , karna sekarang sudah tersedia 10 juta lapangan pekerjaan😢",2024-06-17T20:58:09Z,1
@EkoListyo,"Pada kerja ke luar negeri aja sana, di negara2 lain masih banyak butuh tenaga kerja muda yg berlebihan di Indonesia...

Lebih baik kembangkan sayap kalian anak2 muda di LN sana jika merasa di negara sendiri kurang memberikan peluang sukses",2024-06-17T18:55:27Z,1
@22.nurrizkipuspaayu52,"alasan Indonesia gak maju
1. Orang Indo terfokus sama kuantiti drpd kualitas, kayak uang, mereka mentingin utang banyak asal mencukupi daripada proses dapet uang tersebut
2. Mental terjajah
3. KORUPSI!",2024-06-17T13:34:30Z,0
@22.nurrizkipuspaayu52,"pemerintah yang bodoh, menghasilkan SDM yang rendah",2024-06-17T13:28:56Z,0
@tobbyastono2249,Kenapa selalu yang muncul dimana2 headline nya tentang jumlah penganggurannya? Kenapa gak di balik jadi jumlah yang bekerja? 👀,2024-06-17T09:49:59Z,0
@RianNugraha-ho7rn,Investor asing tidak pernah mau membuat pabrik di Indonesia kecuali investor dari China yg juga karyawan nya dari China juga... Itu berlaku sejak Jokowi berkuasa.... Jadi Jokowi menciptakan pengangguran terbesar sepanjang sejarah Indonesia berdiri,2024-06-17T07:32:41Z,0
@supriadi4353,Betul sekali yg dikerjakan ya game online saja inilah buah kepemimpinan Jokowi,2024-06-17T03:53:41Z,1
@Haurihidyh,"ngak paham gua, bahasanya anak Jaksel bngt apalah gua yang kapung",2024-06-17T03:48:14Z,0
@adrianpratama7829,"Jujur ya koh reymond, saya pribadi yang alhamdulillah masih ada kesempatan mengelola usaha jasa logistik pengiriman barang, sekarang paling pusing ngurusin pekerja dari anak-anak kelahiran 2000an a.k.a. Gen Z. Pusingnya kenapa? 

1. Kebanyakan ngeluh, kebanyakan alasan sakit disaat jam kerja lagi banyak ngehandle kiriman barang client di hari-hari tertentu seperti  senin dan sabtu.

2. Susah dikasih tau untuk lebih berkembang dalam bekerja. Yang alasannya sulitlah, bginilah, bgitulah. Yang pada akhirnya berdampak pada produktivitas penjualan jasa perusahaan.

3. Kalo liat story-story mereka karena ada save contact di Whatsapp, dikit-dikit ngomongin mental health lah, ngomongin masa depan yang ga sesuai lah dsb. Pokoknya selalu merasa diri dan mentalnya yang paling penting dan menjadi justifikasi untuk kurang bertanggungjawab terhadap pekerjannya sendiri.

4. Mereka ini selalu merasa kurang apa yang udah perusahaan berikan. Gaya hidup juga tinggi. Gaji tidak pernah telat, THR dapat 1x gaji, iuran potongan bpjs dsb. selalu dibayar perusahaan ON TIME. Tinggal memberikan kontribusi yang terbaik agar sama-sama maju pada setengah hati. Ujungnya pada korupsi demi dapat pemasukan tambahan seperti menggelapkan penjualan barang-barang customer. 

5. Kerjaannya mereka suka mengancam perusahaan dari belakang. Contohnya ngajak resign bareng-bareng karyawan lain. Dia yg mau resign, tapi anggota lain juga dikomporin resign. Saya pun keteteran buat cari pengganti. Yang awalnya 1 orang mau resign, malah jadi 4 orang yg resign akibat dikomporin. Disaat yg lain banyak butuh pekerjaan, mereka malah semangat buat resign.

6. Hidup mereka banyak mengkhayal, pengin cepat kaya akibat banyak influencer2 yg ngasih pengaruh buruk terhadap generasi gen Z yg sangat latah. Akibat realita dan pompoman influencer berbanding bagai bumi dan langit, pada akhirnya berdampak dengan semangat kerja yang naik-turun tidak menentu. Udah gitu hobinya pinjol dan judi slot pula. Ya ampun ngelus-ngelus dada kalo saya ingat-ingat lagi tingkah laku mereka dalam bekerja seperti itu.

Karyawan-karyawan dari Gen Z ini saat datang ke saya juga udah saya kasih tau bagaimana kerjaannya dan semua aturan, hak dan kewajiban udah dituangkan dalam surat perjanjian kerja. Tidak ada paksaan dalam merekrut mereka ini. Datang baik-baik, namun keluarnya pada melunjak.

Pada akhirnya, saya memutuskan untuk merekrut karyawan yang usianya kiasaran 35-50 tahun dan sudah bekeluarga. Kenapa demikian? Yang saya rasakan mempunyai karyawan di usia segitu rata-rata punya mental dalam bekerja bukan mental tempe. Tanggungjawabnya juga saya ancungin jempol. Walopun umur segitu, masih bisa diajarin untuk berkembang dalam bekerja. Mereka bertanggungjawab terhadap kontrak kerja yang sudah mereka pahami dan ditandatangani. Selain persoalan umur menghindari gen Z tadi, kejujuran dan tanggungjawab bekerja juga jadi hal yang utama. Untuk skill yang masih minim, bisa kok saya ajari sampe menjadi terampil dan ahli. Yang ga bisa diajari itu soal kejujuran dan tanggungjawab dalam bekerja. 2 hal itu memang balik dari manusianya lagi.

Toh salah satu karyawan saya yg udah 15 tahun bekerja dan umurnya 44 tahun, masih fine-fine aja dengan pekerjaannya sekarang, bahkan dia juga punya usaha sampingan seperti kos kecil kecilan dan katering kecil-kecilan buat nambah pemasukan yang dibantu oleh istrinya. Jadi dalam menambah pemasukannya, bukan dengan korupsi dan menyusahkan perusahaan, tapi membuat usahanya sendiri tanpa memberatkan perusahaan tempat dia bekerja.",2024-06-17T03:34:06Z,0
@linatjandra5876,"Rasanya mau belajar ke israel yg pertanian dan perkebunan bisa menghasilkn produk yg berkualitas tinggi, sehat lg . Tanah mrk berpasir dab tandus.. Lah. Tanah kita subur menghijau... kita indonesia yg subur diberi racun pada perkebunan dan pertanian kita, bukankah meracuni penduduk indonesia sendiri yg akan makan juga ? Orang indonesia, para pejabat  yg sudah kaya raya pikirannya mau tambah kayakn diri dan kroni. Bukan berpikir dan belajar sama negara yg hasil perkebunan dab pertanian menghslkn kualitas tinggi dan sehat... Orang2 yg Otak dan hati yg tamak. Coba lihat para pejabat, wkt menjabat seolah2 sayang rakyat dan negaranya... Tp klo sdh tak menjabat idealisme sdh tak ada sama sekali............",2024-06-17T01:33:16Z,1
@fajarpagi5186,Alhamdulilah ...negara muslim terbesar di dunia,2024-06-17T01:24:14Z,0
@toharstafgudang,"Makin bikin deg degan dengan situasi. Uang gaji seperti tidak pernah cukup. Harus nekat hemat, termasuk makan harus satu kali saja sehari.. 😖",2024-06-16T22:25:59Z,0
@terpadu161,"Bukankah sudah ada UU cipta kerja, harusnya pengangguran tidak terlalu besar karena lapangan kerja akan banyak?",2024-06-16T19:07:11Z,0
@syamsudinjayaningprang6551,"Gak kerja gpp, toh ada makan siang gratis.....",2024-06-16T13:54:06Z,0
@bantarangin450,"Parah betul... Di akhir kepemimpinan Jokowi. Ekonomi lesu, inflasi tinggi, kebutuhan pokok meroket.",2024-06-16T12:27:22Z,2
@eriecmanurung6651,Problem nya ngabers wkwkw,2024-06-16T10:57:15Z,0
@MaynaldiChan,Percuma sekolah tinggi2 tapi ketika lulus susah dapat pekerjaan sesuai dengan jurusan yang diambil. Kebanyakan anak kuliah sekarang berekspektasi kalo udh lulus bakal dengan mudah dapatin pekerjaan.,2024-06-16T09:44:15Z,1
@ParasidParasid-fr1nd,"pokoknya ini tergantung kesadaran masing2 
kalo mau dapat pekerjaan ya tingkatkan kualitas diri, dari soft skill dan hard skill",2024-06-16T09:42:55Z,0
@Indah_D,"Living off grid or homesteading is a solution for genZ or me genX. 
Food Freedom ga tergantung ke unilever, heinz, dan lainnya.
Pemerintah keluar dari cengkraman Monopoli zionist supaya bauxite, nikel, emas sampe beras kelapa sawit, bebas dimanfaatkan oleh rakyat Indonesia. Perlengkapan dan kebutuhan berkebun ga dimahalin. Regulasi diperbaiki.
Cuman sayang, dri 1903 Pendidikan Ina sudah dibrainwashed oleh Rockefeller supaya lulusan Ina menjadi pekerja.
Bukanya pekerja itu sama dengan budak?
Ayo Indonesia mulai berkebun.
Sedikitnya supaya kita ga ngutang tetangga buat makan...
Luasnya, jika kita bergerak di agraria....
Kita bisa menjadi pengEXPORT hasil agraria.
Bangun genZ, jangan jual lahan di kampung mu.",2024-06-16T09:38:11Z,0
@Indah_D,"Living off grid or homesteading is a solution for genZ or me genX. 
Food Freedom ga tergantung ke unilever, heinz, dan lainnya.
Pemerintah keluar dari cengkraman Monopoli zionist supaya bauxite, nikel, emas sampe beras kelapa sawit, bebas dimanfaatkan oleh rakyat Indonesia. Perlengkapan dan kebutuhan berkebun ga dimahalin. Regulasi diperbaiki.
Cuman sayang, dri 1903 Pendidikan Ina sudah dibrainwashed oleh Rockefeller supaya lulusan pendidikan Ina menjadi pekerja.
Bukanya pekerja itu sama dengan budak?
Ayo Indonesia mulai berkebun.
Sedikitnya supaya kita ga ngutang tetangga buat makan...
Luasnya, jika kita semua bergerak di agraria....
Kita bisa menjadi pengEXPORT hasil agraria.
Bangun genZ, jangan jual lahan di kampung mu.",2024-06-16T09:37:57Z,0
@Rayer_94,"Pemerintah gak salah sih sebab rakyat minta makan gratis😂,jadi di joget aja kalau gak kerja",2024-06-16T07:46:04Z,1
@ajisopian4028,"Selamat datang Indonesia MAS  2045  bukan Indonesia EMAS 😂😂

Selamat pagi orang dalam",2024-06-16T03:57:22Z,1
@skyline8814,"*tetapi PHK tidak akan berlaku pada Industri di perusahaan PT. KORUPSI Corp, PT. KOLUSI Corp, dan PT. NEPOTISME Corp*",2024-06-16T03:50:47Z,1
@nurhanafimanap4256,"Kebutuhan rakyat - perusahaan
1. Hardskill(ahli dalam salah satu bidang)
2. Softskill(attitude, pikiran yang jernih, disiplin, serius dalam kerja, kerja keras)
Kekurangan rakyat dengan sekolah/pendidikan - perusahaan
1. Akses informasi yang terbatas tentang ilmu & pelatihan(softskill&hardskill)
2. Kurang percaya diri
3. Canggung dan tidak profesional
4. Diskriminatif terhadap orang yang serius dalam belajar
5. Guru yang kurang profesional(bermain hp, dan tidak mengajarkan softskill)
Kekurangan rakyat di sosial
1. Kurang makan nutrisi
2. Kurang olahraga
3. Kebanyakan bermain tanpa tujuan
4. Tidak ada arah dan tujuan
5. Dirumah hanya untuk tidur dan makan
6. Tidak belajar atau mengasah skill
7. Minim informasi

Kesulitan Pemerintah untuk melayani rakyat
1. Overpopulasi
2. Sulit mengontrol stok Sandang Pangan Papan
3. Tidak fokus dan serius dalam mengembangkan talenta rakyat
4. Memberikan fasilitas di pusat kota saja
5. Pemerintah selalu memikirkan hal secara objektif, membuatnya sulit fokus
6. Kekurangan dana
Keinginan pemerintah untuk rakyat
1. Mampu mengontrol populasi
2. Stok Sandang Pangan Papan stabil 
3. Pemerataan informasi dan pelatihan ke semua rakyat didaerah
4. Fasilitas merata yang mempermudah akses rakyat mendapatkan informasi dan data
5. Memembuat organisasi yang dapat membantu efisiensi kerja pemerintah
6. Menambahkan dana dari penghasilan yang diadapat oleh rakyat yg bertalenta.
7. Membuat banyak lapangan pekerjaan

Keinginan rakyat
1. Sistem sekolah yang ambis dan adil, membuat persaingan ketat diiringi attitude yang sehat.
2. Guru yang serius mengajarkan softskill, agar rakyat tidak menjadi penakut dan canggung.
3. Informasi yang tidak berpusat di 1 provinsi yang besar, sebaiknya 1 kota 1 informasi khusus.
4. Pemerintahan yang terpusat membuat daerah daerah Provinsi kesulitan untuk mengembangkan daerahnya.
5. Pemerintah serius dalam hal membentuk talenta berkualitas secara merata, tidak di pusat kota saja.
6. Berharap pemrintah daerah pintar mengelola daerah yang berpotensi menguntungkan, secara SDM & SDA.

Berharap pemerintah berbenah dan sadar diri. Kemajuan suatu daerah itu dimulai dari seorang pemimpin, bukan dari rakyat. Peran instansi pemerintah sangat penting dalam kemajuan bangsa. Termasuk Polri, harus mulai maju dan berbenah. Polri tuh sebagai teman dekat rakyat, atau sahabat rakyat. Jika instansi pemerintah sudah menunjukkan kualitas positif nya, sangat berkemungkinan rakyat akan menjadi maju dan berkualitas juga. Perbanyak informasi, sebar luaskan ilmu dan latih secara sungguh - sungguh rakyat zero menjadi rakyat yang berkualitas, dengan softskill yang sehat dan profesional, serta hardskill yang memadai.. kita pasti bisa menjadi bangsa yang hebat dikemudian hari. 

Bisnis: Teknologi
Pertanian
Peternakan
Perikanan
Manufaktur
Jasa",2024-06-16T03:46:58Z,2
@KadoRomeo,SAMPAH 😅😅😅,2024-06-16T02:07:31Z,0
@wendyfebtivideo2042,"Solusinya, kontrol populasi",2024-06-15T23:20:07Z,1
@adyalfyan5962,"Udah canggih. Food estate. Buka lahan, tanam jagung di polybag diatas lahan yang dibuka.",2024-06-15T21:32:43Z,0
@mohandiwjy,"Kan ketika, dan setelah PPKM banyak bisnis yang bangkrut, salah siapa PPKM 😂.. otomatis lapangan kerja menurun, ditambah semua orang maunya online, ya toko offline sepi, alhasil bangkrut alhasil pecat karyawan, nambah pengangguran, gimana tuh?, salah sendiri kenapa milih online ketimbang offline, salah sendiri milih impor ketimbang lokal, ""lah lo aja yang gak bisa bersaing"", yaudah lanjutin aja, kita liat di tahun 2050 apa masih ada bisnis lokal?, jangan heran kalo semua bisnis di indonesia semua dikuasai asing, bye bye indonesia.",2024-06-15T16:58:41Z,0
@anastasiaanny9400,Klu banyak pengangguran banyak rampok korop pengemis😢🎉😢,2024-06-15T14:51:17Z,1
@user-pj6gw6ix5i,Anak muda maunya jdi pejabat biar cepat kaya bos kan ada contohnya,2024-06-15T13:20:46Z,1
@diffproject7908,"Petani pada ancur .. Aneh banget harga pupuk mahal .hasil jual harga sayur murah . tai tai
Boncos boncosss",2024-06-15T12:16:43Z,0
@rumieal-hadi7390,"Sistem pendidikan Indonesia sewajarnya diubah mengikut jalur masa. Saya orang Malaysia, komen saya ini bukan bertujuan untuk menghina cuma sekadar ingin berkongsi sedikit ilmu. Mengapa saya katakan sistem pendidikan Indonesia itu perlu berubah secara total adalah berkait rapat dengan future generations dan future profession.

Sistem pendidikan tidak boleh statik. Jika pada tahun 1990an subjek pendidikan di Malaysia berbentuk IQ dan lebih mementingkan pendidikan teori tetapi meningkat tahun pendidikan teori sahaja tidak cukup, Malaysia kembali mengolah sistem pendidikan berteraskan teknologi... pada tahun 2024 dari segi pendidikan berteras teori dan teknologi inilah yang menghasilkan investor dan juga menghasilkan peluang pekerjaan yang lebih luas dan pelajar diterapkan dengan 3 ilmu: IQ vs EQ vs SQ... ini sangat penting.

Bernula July 2024, malaysia kembali menyuntik jurusan pendidikan berasas TVET ke institusi pendidikan tinggi negara - Bidang yang difokuskan ialah 'high TVET' bagi melahirkan jurutera profesional dalam bidang yang diperlukan negara seperti bidang kecerdasan buatan (AI), robotik dan 'cloud computing'. Pelajar seawal usia 16 tahun sudah boleh diserap masuk ke institusi ini dan bakal dihantar ke Jepun dan lain-lain negara yang lebih maju dalam bidang ini bagi meneruskan pengajian dan kemudiannya terus diserap masuk ke dalam sektor pekerjaan yang bersesuaian di Malaysia. Malah TVET ini juga diadunkan sekali dengan pendidikan sektor pertanian dan agrikultur. Ini sebenarnya bakal membantu pengurangan pengangguran anak muda malaysia kerana lulusan TVET ini boleh dikatakan sebagai lulusan tenaga mahir.

Setiap kali dasar pendidikan Malaysia ditambah baik maka bererti Malaysia bakal membawa masuk investors baru yang berasaskan jurusan pendidikan tersebut. Ya, jika ada sistem pendidikan tetapi ruang pekerjaannya tidak diwujudkan masalah tidak akan berubah. Kerana itu Malaysia berusaha membawa masuk investor seperti tesla, microsoft, google dan banyak lagi yang bersesuaian dengan ruang kerja pelajar jurusan TVET. Moga Indonesia juga mampu melahirkan ruang pendidkan dan ruang kerja yang setara.

https://api.bharian.com.my/berita/pendidikan/2024/05/1242322/institusi-tvet-ambil-120000-pelajar-tahun-depan
https://www.buletintv3.my/nasional/kerajaan-sasar-40-lepasan-spm-masuk-tvet/",2024-06-15T09:14:47Z,0
